scientific,MSWFamilyLatin,Folivore,MammalEater,Granivore,Family,Frugivore,Plant,Leaf,Insectivore,Invertebrate,Fish,Fruit,Woody,Herbaceous,Animal,Species,Order,Other,Nectar,Mammal,Genus,Herptile,Bird,Vertebrate,Root,Seed,TrophicLevel,phylacine_binomial,adult_mass_g,adult_brain_mass_g,adult_body_length_mm,adult_forearm_length_mm,max_longevity_d,maturity_d,age_first_reproduction_d,gestation_length_d,teat_number_n,litter_size_n,litters_per_year_n,interbirth_interval_d,neonate_mass_g,weaning_age_d,weaning_mass_g,generation_length_d,dispersal_km,density_n_km2,hibernation_torpor,fossoriality,home_range_km2,social_group_n,dphy_invertebrate,dphy_vertebrate,dphy_plant,det_inv,det_vend,det_vect,det_vfish,det_vunk,det_scav,det_fruit,det_nect,det_seed,det_plantother,det_diet_breadth_n,trophic_level,foraging_stratum,activity_cycle,freshwater,marine,terrestrial_non-volant,terrestrial_volant,upper_elevation_m,lower_elevation_m,altitude_breadth_m,island_dwelling,island_endemicity,disected_by_mountains,glaciation,biogeographical_realm,habitat_breadth_n,class,subspecies,common_name,litter_or_clutch_size_n,litters_or_clutches_per_y,adult_body_mass_g,maximum_longevity_y,gestation_d,weaning_d,birth_or_hatching_weight_g,weaning_weight_g,egg_mass_g,incubation_d,fledging_age_d,longevity_y,inter_litter_or_interbirth_interval_y,female_body_mass_g,male_body_mass_g,no_sex_body_mass_g,egg_width_mm,egg_length_mm,fledging_mass_g,adult_svl_cm,male_svl_cm,female_svl_cm,birth_or_hatching_svl_cm,female_svl_at_maturity_cm,female_body_mass_at_maturity_g,no_sex_svl_cm,no_sex_maturity_d,male_maturity_d,genus,female_maturity_d,species,order,family,Scientific_Binomial,CommonName,ZoonomiaName,ZoonomiaTip,HillerName,MSWC_Order,MSWC_Family,MSWC_Genus,MSWC_Species,MedgedDataOrder,Divider,Meyer.Diet.Categorical,Meyer.Lab.Classification,Meyer.Lab.Classification.Clean,Meyer.Lab.Classification.Compressed,MeyerTrophicLevel,DerekDietClassification70,DerekDietClassification90,DerekDietClassification90InsVertivoreSorting,panTheriaTrophicLevel,panTheriaTrophicLevelCharacter,Divider2,DividerSpacer,Diet.VertTerrestrial,Diet.VertAll,Diet.AnimalsAll,Diet.PlantHighSugar,Diet.PlantLowSugar,Diet.PlantAll,Divider3,Laurasiatheria,Domestication,DomesticationBinary,Echolocation,ForStrat.Certainty,Diet.PlantO,Diet.Fruit,BodyMass.Value,Activity.Source,ForStrat.Comment,ForStrat.Value,Diet.Inv,Diet.Vfish,Activity.Diurnal,Diet.Seed,Activity.Crepuscular,Activity.Certainty,BodyMass.SpecLevel,Diet.Vect,Diet.Vend,Activity.Nocturnal,Diet.Vunk,MSW3_ID,Diet.Certainty,BodyMass.Source,Diet.Nect,Diet.Scav,Diet.Source
Abrothrix markhami,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,2.0,,1.0,1.0,0.0,,0.0,0.0,1.0,markhami,RODENTIA,0.0,0.0,0.0,Abrothrix,0.0,0.0,0.0,0.0,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,Wellington Akodont,5.42,2.25,27.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,1.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.8345,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Abrothrix,191.716,markhami,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,70.0,0.0,29.03,Ref_1,,G,30.0,0.0,1.0,0.0,1.0,ABC,2.0,0.0,0.0,1.0,0.0,1661.0,D1,Ref_178,0.0,0.0,Ref_2
Abrothrix longipilis,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,longipilis,RODENTIA,0.0,0.0,0.0,Abrothrix,0.0,0.0,0.0,0.0,2.0,Omnivore,Abrothrix longipilis,185.0,,159.67,,,51.73,112.3,21.902,,4.845,4.0,22.734,3.145,,65.53,,0.419,1381.667,0.0,2.0,,,89.0,0.0,11.0,,,,,,,,,,,,2.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,1.0,1.0,Neotropical,4.0,Mammalia,-999.0,Long-haired Akodont,4.845,4.0,185.0,-999.0,21.90196,-999.0,3.145,65.53,-999.0,-999.0,-999.0,-999.0,0.062286105,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.967,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Abrothrix,63.003,longipilis,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,70.0,0.0,38.86,Ref_1,,G,30.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1662.0,D1,Ref_58,0.0,0.0,Ref_2
Abrothrix lanosus,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,2.0,,1.0,1.0,0.0,,0.0,0.0,1.0,lanosus,RODENTIA,0.0,0.0,0.0,Abrothrix,0.0,0.0,0.0,0.0,,Omnivore,Abrothrix lanosus,25.915,,140.0,,,,,,,,,,,,,,0.142,,0.0,,,,45.0,0.0,55.0,,,,,,,,,,,,2.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,1.0,Neotropical,2.0,Mammalia,-999.0,Woolly Akodont,-999.0,-999.0,25.915,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Abrothrix,-999.0,lanosus,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,70.0,0.0,27.83,Ref_1,,G,30.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1663.0,D1,Ref_58,0.0,0.0,Ref_2
Abrothrix jelskii,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,jelskii,RODENTIA,0.0,0.0,0.0,Abrothrix,0.0,0.0,0.0,0.0,0.0,Omnivore,Abrothrix jelskii,34.5,,140.0,,,,,,,,,,,,,,0.166,,0.0,1.0,,,30.0,0.0,70.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,2.0,G,2.0,0.0,0.0,1.0,0.0,5000.0,2200.0,2800.0,0.0,,1.0,0.0,Neotropical,4.0,Mammalia,-999.0,Ornate Akodont,-999.0,-999.0,34.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Abrothrix,-999.0,jelskii,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,70.0,0.0,34.5,Ref_1,,G,30.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1664.0,ABC,Ref_58,0.0,0.0,Ref_1
Abrothrix illuteus,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,2.0,,1.0,1.0,0.0,,0.0,0.0,1.0,illuteus,RODENTIA,0.0,0.0,0.0,Abrothrix,0.0,0.0,0.0,0.0,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,Gray Akodont,-999.0,-999.0,47.79,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Abrothrix,-999.0,illuteus,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,70.0,0.0,47.79,Ref_1,,G,30.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1665.0,D1,Ref_58,0.0,0.0,Ref_2
Abrothrix hershkovitzi,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,2.0,,1.0,1.0,0.0,,0.0,0.0,1.0,hershkovitzi,RODENTIA,0.0,0.0,0.0,Abrothrix,0.0,0.0,0.0,0.0,,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,Hershkovitz's Akodont,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Abrothrix,-999.0,hershkovitzi,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,70.0,0.0,32.42,Ref_1,,G,30.0,0.0,1.0,0.0,1.0,ABC,2.0,0.0,0.0,1.0,0.0,1666.0,D1,Ref_178,0.0,0.0,Ref_2
Abrothrix sanborni,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,2.0,,1.0,1.0,0.0,,0.0,0.0,1.0,sanborni,RODENTIA,0.0,0.0,0.0,Abrothrix,0.0,0.0,0.0,0.0,,Omnivore,Abrothrix sanborni,24.7,,155.0,,,,,,,,,,,,,,0.138,,0.0,,,,56.0,0.0,44.0,,,,,,,,,,,,2.0,G,2.0,0.0,0.0,1.0,0.0,800.0,0.0,800.0,0.0,,0.0,1.0,Neotropical,1.0,Mammalia,-999.0,Sanborn's Akodont,-999.0,-999.0,24.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,15.5,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Abrothrix,-999.0,sanborni,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,70.0,0.0,24.7,Ref_1,,G,30.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1667.0,D1,Ref_58,0.0,0.0,Ref_2
Aepeomys lugens,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,lugens,RODENTIA,0.0,0.0,0.0,Aepeomys,0.0,0.0,3.0,0.0,0.0,Omnivore,Aepeomys lugens,37.0,,120.0,,,,,,,,,,,,,,0.173,,0.0,1.0,,,5.0,0.0,95.0,,,,,,,,,,,,2.0,G,,0.0,0.0,1.0,0.0,3500.0,1900.0,1600.0,0.0,,0.0,0.0,Neotropical,3.0,Mammalia,-999.0,Merida Aepeomys,-999.0,-999.0,37.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,12.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Aepeomys,-999.0,lugens,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,30.0,10.0,37.0,Ref_3,,G,20.0,0.0,0.0,40.0,0.0,D2,1.0,0.0,0.0,1.0,0.0,1668.0,D2,Ref_117,0.0,0.0,Ref_3
Aepeomys reigi,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,reigi,RODENTIA,0.0,0.0,0.0,Aepeomys,0.0,0.0,0.0,0.0,0.0,Omnivore,Aepeomys reigi,40.6,,,,,,,,,,,,,,,,0.182,,,,,,0.0,0.0,100.0,,,,,,,,,,,,2.0,G,,0.0,0.0,1.0,0.0,3230.0,1600.0,1630.0,,,,,Neotropical,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aepeomys,,reigi,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,30.0,10.0,37.0,Ref_3,,G,20.0,0.0,0.0,40.0,0.0,D2,0.0,0.0,0.0,1.0,0.0,1669.0,D2,"Ref_2, Ref_3",0.0,0.0,Ref_3
Akodon aerosus,Cricetidae,1.0,0.0,1.0,CRICETIDAE,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,aerosus,RODENTIA,0.0,0.0,0.0,Akodon,0.0,0.0,0.0,0.0,1.0,Omnivore,Akodon aerosus,54.995,,140.0,,,82.177,,,,5.0,3.6,,,,,,0.215,,0.0,,,,80.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,G,2.0,0.0,0.0,1.0,0.0,2400.0,1200.0,1200.0,0.0,,1.0,0.0,Neotropical,3.0,Mammalia,-999.0,Yungas Akodont,5.0,3.6,54.995,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Akodon,82.177,aerosus,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,60.0,Ref_1,,G,80.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1670.0,ABC,Ref_117,0.0,0.0,Ref_1
Akodon bogotensis,Cricetidae,1.0,0.0,1.0,CRICETIDAE,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,bogotensis,RODENTIA,0.0,0.0,0.0,Akodon,0.0,0.0,0.0,0.0,1.0,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,Bogota Akodont,-999.0,-999.0,12.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.1,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Akodon,-999.0,bogotensis,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,13.0,Ref_1,,G,80.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1671.0,ABC,Ref_117,0.0,0.0,Ref_1
Akodon iniscatus,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,iniscatus,RODENTIA,0.0,0.0,0.0,Akodon,0.0,0.0,0.0,0.0,0.0,Omnivore,Akodon iniscatus,28.7,,140.0,,,,,,,,,,,,,,0.15,,0.0,,,,80.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Neotropical,4.0,Mammalia,-999.0,Patagonian Akodont,-999.0,-999.0,28.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Akodon,-999.0,iniscatus,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,28.7,Ref_1,,G,80.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1672.0,ABC,Ref_117,0.0,0.0,Ref_1
Akodon orophilus,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,orophilus,RODENTIA,0.0,0.0,0.0,Akodon,0.0,0.0,0.0,0.0,0.0,Omnivore,Akodon orophilus,34.69,,140.0,,,,,,,,,,,,,,0.167,,0.0,,,,80.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,G,2.0,0.0,0.0,1.0,0.0,3700.0,1800.0,1900.0,0.0,,0.0,0.0,Neotropical,4.0,Mammalia,-999.0,Utcubamba Akodont,-999.0,-999.0,34.69,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Akodon,-999.0,orophilus,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,39.0,Ref_1,,G,80.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1673.0,ABC,Ref_117,0.0,0.0,Ref_1
Akodon molinae,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,molinae,RODENTIA,0.0,0.0,0.0,Akodon,0.0,0.0,0.0,0.0,0.0,Omnivore,Akodon molinae,35.15,,140.0,,,28.07,91.25,23.218,,3.77,3.9,29.979,2.97,26.24,,,0.168,,0.0,1.0,,,80.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Neotropical,3.0,Mammalia,-999.0,Molina's Akodont,3.77,3.9,35.15,-999.0,23.21786,26.23966,2.97,-999.0,-999.0,-999.0,-999.0,-999.0,0.082135524,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Akodon,28.07,molinae,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,33.0,Ref_1,,G,80.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1674.0,ABC,Ref_117,0.0,0.0,Ref_1
Akodon neocenus,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,neocenus,RODENTIA,0.0,0.0,0.0,Akodon,0.0,0.0,0.0,0.0,0.0,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mammalia,-999.0,Neuquen Akodont,3.0,-999.0,40.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Akodon,-999.0,neocenus,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,42.4,Ref_1,,G,80.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1675.0,ABC,Ref_117,0.0,0.0,Ref_1
Akodon mystax,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,mystax,RODENTIA,0.0,0.0,0.0,Akodon,0.0,0.0,0.0,0.0,0.0,Omnivore,Akodon mystax,28.3,,117.985,,,,,,,,,,,,,,0.149,,,,,,80.0,0.0,20.0,,,,,,,,,,,,2.0,G,2.0,0.0,0.0,1.0,0.0,2900.0,1800.0,1100.0,,,,,Neotropical,2.0,Mammalia,-999.0,Caparao Akodont,-999.0,-999.0,28.3,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,11.7985,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Akodon,-999.0,mystax,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,30.0,0.0,18.5,Ref_1,,G,70.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1676.0,D1,Ref_143,0.0,0.0,Ref_2
Akodon montensis,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,montensis,RODENTIA,0.0,0.0,0.0,Akodon,0.0,0.0,0.0,0.0,0.0,Omnivore,Akodon montensis,39.7,,107.5,,,,,,,3.0,,,,,,,0.18,,0.0,,,,79.0,0.0,21.0,,,,,,,,,,,,2.0,G,2.0,0.0,0.0,1.0,0.0,,800.0,,0.0,,1.0,0.0,Neotropical,2.0,Mammalia,-999.0,Montane Akodont,3.0,-999.0,39.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,10.75,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Akodon,-999.0,montensis,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,30.0,0.0,31.32,Ref_1,,G,70.0,0.0,1.0,0.0,1.0,ABC,0.0,0.0,0.0,1.0,0.0,1677.0,D1,"Ref_2, Ref_3",0.0,0.0,Ref_2
Akodon mollis,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,mollis,RODENTIA,0.0,0.0,0.0,Akodon,0.0,0.0,0.0,0.0,0.0,Omnivore,Akodon mollis,30.39,,140.0,,,,,,,,,,,,,,0.155,,0.0,,,,80.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,G,2.0,0.0,0.0,1.0,0.0,4900.0,0.0,4900.0,0.0,,1.0,0.0,Neotropical,3.0,Mammalia,-999.0,Soft-furred Akodont,-999.0,-999.0,30.39,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,14.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Akodon,-999.0,mollis,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,30.4,Ref_1,,G,80.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1678.0,ABC,Ref_117,0.0,0.0,Ref_1
Akodon lindberghi,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,lindberghi,RODENTIA,0.0,0.0,0.0,Akodon,0.0,0.0,0.0,0.0,0.0,Omnivore,Akodon lindberghi,26.4,,,,,,,,,,,,,,,,0.144,,0.0,,,,80.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,G,2.0,0.0,0.0,1.0,0.0,,,,0.0,,0.0,0.0,Neotropical,1.0,Mammalia,-999.0,Lindbergh's Akodont,-999.0,-999.0,26.4,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Akodon,-999.0,lindberghi,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,26.4,Ref_1,,G,80.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1679.0,ABC,Ref_117,0.0,0.0,Ref_1
Akodon leucolimnaeus,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,leucolimnaeus,RODENTIA,0.0,0.0,0.0,Akodon,0.0,0.0,0.0,0.0,0.0,Omnivore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,30.0,0.0,31.32,Ref_1,,G,70.0,0.0,1.0,0.0,1.0,ABC,0.0,0.0,0.0,1.0,0.0,1680.0,D1,"Ref_2, Ref_3",0.0,0.0,Ref_2
Akodon sanctipaulensis,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,sanctipaulensis,RODENTIA,0.0,0.0,0.0,Akodon,0.0,0.0,0.0,0.0,0.0,Omnivore,Akodon sanctipaulensis,27.7,,95.97,,,,,,,,,,,,,,0.147,,,,,,80.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,G,2.0,0.0,0.0,1.0,0.0,,,,,,,,Neotropical,1.0,Mammalia,-999.0,Sao Paulo Akodont,-999.0,-999.0,27.7,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,9.597,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Akodon,-999.0,sanctipaulensis,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,27.1,Ref_1,,G,80.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1681.0,ABC,Ref_117,0.0,0.0,Ref_1
Akodon juninensis,Cricetidae,0.0,0.0,0.0,CRICETIDAE,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,juninensis,RODENTIA,0.0,0.0,0.0,Akodon,0.0,0.0,0.0,0.0,0.0,Omnivore,Akodon juninensis,38.99,,,,,,,,,,,,,,,,0.178,,0.0,,,,80.0,0.0,20.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,2.0,G,2.0,0.0,0.0,1.0,0.0,,2700.0,,0.0,,0.0,0.0,Neotropical,2.0,Mammalia,-999.0,Junin Akodont,-999.0,-999.0,38.99,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,Akodon,-999.0,juninensis,Rodentia,Cricetidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,20.0,0.0,39.0,Ref_1,,G,80.0,0.0,1.0,0.0,1.0,ABC,1.0,0.0,0.0,1.0,0.0,1682.0,ABC,Ref_117,0.0,0.0,Ref_1
